cond,cond_dur,Motivation,Direction,Captivation,Challenge,Competition,Completion,Discovery,Progression,Exploration,Fantasy,Humor,Nurture,Relaxation,Sensation,FreeText,test_score,test_dur,test_ffe1_1,test_ffe1_2,test_ffe1_3,test_ffe2_1,test_ffe2_2,test_ffe2_3,test_ffe3_1,test_ffe3_2,test_ffe3_3,test_ffe4_1,test_ffe4_2,test_ffe4_3
Ctr,60.958,5,5,1,0,0,1,0,0,1,1,1,0,1,0,"I had a few strategies like increasing education, socialization and excercise, etc as interventions. At times, I felt a bit confused so I wasn't achieve somethings like reducing neuroticism. I found the effect of reducing coffee intake on insomnia memorable. I don't really have any opinions regarding the presentation.",12.2,1086.964,Alcohol,Exercise,Not socialising,Intelligence,Exercise,Worry,Neuroticism,Depression,Worry,Alcohol,Exercise,Smoking
Exp,16.815,7,6,0,1,1,0,0,0,1,1,1,0,0,0,"At first I found it difficult to understand, but I developed a strategy pretty quickly.",13.2,1186.741,Depression,NA,NA,Sleeplessness,NA,NA,Education,NA,NA,BMI,NA,NA
Ctr,14.76,6,5,0,1,0,0,0,0,1,1,0,0,0,0,"slightly confessing, didn't fully understand how to reduce certain experiences. overall good layout and easy to manage.",13.6,641.1560000000001,Exercise,BMI,NA,Education,Loneliness,Depression,Intelligence,Exercise,BMI,BMI,Diabetes,Smoking
Exp,393.287,6,5,1,1,1,0,0,0,1,1,0,0,0,0,Some of the questions would appear multiple times which improved how well I memorised the answers,17.2,1232.097,Sleeplessness,Depression,Worry,Intelligence,Education,Sleeplessness,BMI,Education,NA,Intelligence,Education,Sleeplessness
Ctr,13.45,6,6,1,0,0,0,0,0,0,1,1,0,1,0,i liked the little arrows- i was pretty motivated to make changes and i enjoyed it. I dont think i really learned anything that wasnt common sense though,17.2,584.172,Alcohol,BMI,Education,Alcohol,BMI,Education,BMI,Education,Depression,BMI,Diabetes,Education
Ctr,13.093,6,6,0,1,0,0,0,0,0,0,1,0,0,0,very visually stimulating which made it more exciting to interact with. It was interesting and to some extent satisfying to see the kind of wide-spread effect that one intervention could have.,16.2,1913.376,Exercise,Not socialising,Smoking,Intelligence,Exercise,Education,Alcohol,Intelligence,BMI,Intelligence,BMI,Education
Exp,141.932,6,6,1,0,0,1,0,0,1,1,1,0,1,0,i had not a clue what was going on i am not going to lie to you,13.2,565.288,Neuroticism,Depression,Worry,Alcohol,Intelligence,Exercise,BMI,NA,NA,Exercise,NA,NA
Exp,975.524,7,8,0,0,0,0,0,0,0,0,1,0,1,0,I did not really enjoy the software because I do not think it was clear enough about how to win. This may of been because I did not have strategy though.,19.2,755.375,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,Not socialising,BMI,Education,BMI,Diabetes,NA
Ctr,165.263,5,6,1,0,0,1,0,0,1,1,1,0,1,0,"I was mainly trying to induce positive effects. I would get frustrated if I was trying to do that and other factors on the task stopped that from happening. I think it was an interesting presentation and found it overall enjoyable, although it took a while to grasp and I did find it looked confusing at first",15.2,936.274,Alcohol,BMI,CHD,Intelligence,Education,NA,Education,NA,NA,Intelligence,Education,NA
Exp,222.583,6,6,0,1,0,0,0,0,0,0,0,0,1,0,I think it was a good game and I was motivated but found it difficult on a phone as couldn't really see the instructions which made knowing how to play it a bit difficult,18,1066.94,Sleeplessness,Depression,Worry,Alcohol,Intelligence,Exercise,Intelligence,Exercise,Wellbeing,Exercise,Smoking,Education
Ctr,78.822,5,4,1,0,0,0,0,0,1,0,1,0,0,0,I enjoyed using this software and found it very interactive. I tended to try and separate out certain factors and have a look at which factors were linked to lots of other factors. I think for some people they may find it overwhelming to look at as there is quite a lot going on within one diagram. Although for people who are visual learners it would definitely have a big effect. I think it was quite memorable seeing the effects of insomnia and sleep on your well-being and how all these factors link to one another.,12.2,1414.317,Alcohol,NA,NA,Intelligence,BMI,Education,BMI,Education,NA,Intelligence,Diabetes,Education
Exp,129.92499999999995,6,5,1,1,1,1,0,0,1,1,1,0,0,0,"It was captivating but also quite confusing to know what the goal is and how to achieve it. However, it was interesting to see what affected what in the game and it was quite fun. The instructions could have been clearer and the presentation as well because it was all overlapping so there was a lot going on.",16,1330.493,Sleeplessness,Depression,Worry,BMI,Sleeplessness,Depression,BMI,Education,Depression,BMI,Diabetes,Sleeplessness
Exp,825.218,6,7,0,1,1,1,0,0,1,1,1,0,1,0,"It was strange considering the interventions for each goal didn't always make much sense. The first time I played the game it crashed/stopped working so I lost all my progress which was irritating. I liked the level up part, it made me motivated to keep going and progress through the levels. The actual presentation of the game was well-made and exciting, I can see how it would be an enticing method of learning",16.2,1148.562,Sleeplessness,Depression,Worry,Alcohol,BMI,Sleeplessness,BMI,Education,NA,Intelligence,Education,Sleeplessness
Exp,1497.075,7,5,0,1,0,0,0,0,1,1,1,0,0,0,I feel like the pulsating icons/arrows distracted me when trying to work out the interventions. I did not have a strategy.,16.2,2464.546,Sleeplessness,Depression,Worry,Intelligence,BMI,Education,Alcohol,BMI,Education,Intelligence,Diabetes,Education
Exp,555.558,5,4,1,1,1,0,0,0,1,1,1,0,1,0,"I had no strategy, just look to see which arrows were most prominent etc. It made the relationships between the factors a lot more memorable.",14.2,546.467,Sleeplessness,Depression,Worry,Exercise,Education,Depression,Intelligence,Education,Sleeplessness,BMI,Diabetes,Smoking
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ctr,10.589,5,5,0,0,0,0,0,0,1,0,1,0,0,0,The presentation was easy to interact with and interesting to work around,17.2,727.323,Depression,NA,NA,BMI,NA,NA,Education,NA,NA,BMI,NA,NA
Ctr,751.617,6,5,1,0,0,0,0,0,1,0,1,0,0,0,I started by getting to know the software and what each button would do and then I targeted interventions to improve wellbeing and increase it while lowering negative traits like depression. The software was unlike anything I have used before so it was memorable and fun to play around with it and I liked the fact that it was something new. I think it is memorable as I can still picture it in my head/visualise it.,15.2,883.298,Sleeplessness,Depression,Worry,Alcohol,BMI,Sleeplessness,BMI,Education,NA,Intelligence,BMI,Education
Exp,1272.999,4,4,1,1,1,1,0,0,1,1,1,0,1,0,"It was interesting getting to grips with the simulation I quickly learnt how to reduce behaviour and it became easier to spot pathways to reduce patters. The presentation of the game was really interesting and I would definately play again, I especially liked the interaction with the computer that I was competing with something to make a positive effect.",15.2,1026.205,BMI,Diabetes,CHD,Intelligence,Education,NA,Education,NA,NA,Intelligence,Education,NA
Exp,1243.01,5,5,0,1,1,1,0,0,1,1,1,0,0,0,I liked the sounds and animations,13.2,542.884,Sleeplessness,Loneliness,Depression,Alcohol,BMI,Education,Alcohol,Exercise,BMI,Alcohol,BMI,Education
Ctr,15.698,5,6,0,0,1,0,0,0,1,1,1,0,1,0,"At first I found the software confusng, however after getting the hang of it I started developing strategies to improve the overall health.",18.2,629.898,BMI,NA,NA,BMI,NA,NA,Education,NA,NA,Education,NA,NA
Ctr,98.196,8,8,1,1,0,0,0,0,1,0,1,0,0,0,I might've done something wrong because it got very confusing and that gave me anxiety.,19.2,1162.413,BMI,NA,NA,Intelligence,NA,NA,Alcohol,NA,NA,Diabetes,NA,NA
Exp,97.636,4,4,1,1,1,1,0,0,0,1,1,0,0,0,I just tried to follow the links to see which one would have the bigger outcome and affect on the named factor,19.2,624.343,BMI,NA,NA,Eveningness,NA,NA,Education,NA,NA,BMI,NA,NA
Ctr,38.461,4,4,1,0,0,0,0,0,0,1,1,0,0,0,I quite like the way it was presented as you can see how a series of variables all interact with one another,15.2,809.263,Exercise,Not socialising,NA,Eveningness,Exercise,NA,Alcohol,Exercise,Education,Alcohol,Exercise,Not socialising
Ctr,88.057,5,5,0,0,0,0,0,0,1,1,1,0,0,0,"It went really faster after a while, but the pictures and diagram were really interactive",14.6,1348.944,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,BMI,Education,NA,BMI,Education,Sleeplessness
Exp,298.041,6,5,0,1,1,0,0,0,0,0,1,0,0,0,I found the software a little confusing to use. I just clicked a lot because my original strategies were undermined.,10.2,230.073,Exercise,NA,NA,Loneliness,NA,NA,Coffee intake,NA,NA,Exercise,NA,NA
Ctr,52.297,7,10,0,0,0,0,0,0,1,1,0,0,1,0,"i did not have any sort of strategy when using the software, also i did not particularly find the effects very memorable",18.2,822.574,Exercise,Loneliness,Depression,Loneliness,Depression,Worry,Intelligence,Education,NA,Exercise,BMI,Education
Exp,196.956,6,5,0,0,1,0,0,0,1,1,1,0,1,0,"I found it slightly difficult to understand at the beginning.  I didn't particularly have a strategy, I just tended to choose the interventions linked by the arrows.  An effect i found memorable was the impact education had",16.2,1008.592,Loneliness,Depression,Worry,Intelligence,BMI,Sleeplessness,BMI,Education,NA,BMI,Education,Sleeplessness
Exp,1343.623,7,9,1,1,1,1,0,0,0,0,1,0,0,0,"I found it quite frustrating because the computer kept winning by intervening with insomnia, depression, loneliness and worry even when I could not see an arrow connecting the goal to these factors, which made me very very frustrated",13.2,888.368,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,BMI,Education,NA,BMI,Education,Sleeplessness
Exp,620.705,4,5,1,1,1,1,0,0,0,1,1,0,1,0,At first it was a bit hard to navigate since I felt like the game's design is not the clearest. I did get the hang of it after a couple of rounds and noticed myself trying different strategies. The effect's would have been memorable if the game's presentation was a bit more clear.,17.2,1106.152,Exercise,Education,Depression,Coffee intake,Loneliness,Wellbeing,Alcohol,BMI,Depression,BMI,Diabetes,Wellbeing
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exp,557.882,6,6,1,1,1,1,0,0,1,0,1,0,1,0,I would place the icons slightly further apart as it felt slightly cramped,19.2,1300.8890000000001,Alcohol,NA,NA,BMI,NA,NA,BMI,NA,NA,Intelligence,NA,NA
Ctr,28.317,8,7,0,0,0,1,0,0,1,0,1,0,1,0,"Whilst I was confused at first after I somewhat understood the point of the task and began moving things it became quite thought provoking. I had no particular strategy, just made sure to click on each icon and move it appropriately. The noise effect was very memorable and stood out to me the most. Good presentation, lots of colour used appropriately, however, it was confusing following all the arrows' placements.",17.2,1573.888,BMI,NA,NA,Intelligence,NA,NA,BMI,NA,NA,BMI,NA,NA
Ctr,26.399,5,5,1,0,0,0,0,0,1,1,1,0,1,0,I didn't have a strategy initially I just explored the different interventions and when I had more of an idea of how the software worked I reset it and started again this time trying to do the biggest interventions first. I think the effects were memorable at the beginning however they went very fast sometimes and were harder to follow. Overall I liked the presentation as I think it was good to learn visually rather than by reading.,18.2,1164.982,Sleeplessness,Depression,Worry,Intelligence,Education,NA,Education,NA,NA,BMI,NA,NA
Exp,521.971,5,5,0,1,0,0,0,0,1,0,1,0,1,0,"I was trying to figure out how to use the map to choose the best way to solve the issue. I thought the presentation of the software was done really well, very clean and nice to follow",14,582.302,Exercise,NA,NA,Education,NA,NA,Worry,NA,NA,Exercise,NA,NA
Ctr,202.199,5,5,0,0,0,0,0,0,1,0,1,0,1,0,"I think it was really engaging how I was able to click and hover over the different icons and see how one affects another. I think some of the effects, especially the effect of education on health conditions, is very memorable. I did not have a proper strategy but I tried to look for the things that were indicated at the beginning such as the effect of education and the correlation between BMI and heart diseases.",17.2,1448.589,Loneliness,Depression,Worry,Alcohol,Intelligence,Education,BMI,Education,NA,BMI,Education,Sleeplessness
Ctr,357.167,5,8,1,1,0,0,0,0,0,1,1,0,1,0,"At the beginning I didn't really know what to do, so it was fun to learn how everything worked on my own. I also started paying more attention to what I was choosing, and it made the whole game more challenging as there were many links between the traits.",18.2,1654.205,Sleeplessness,Depression,Worry,Intelligence,BMI,Sleeplessness,BMI,Education,NA,Education,Sleeplessness,NA
Ctr,52.29,5,6,1,0,0,0,0,0,1,1,1,0,1,0,"I found the software quite simple. It had no ending and I could leave it at any time, and this made me feel like the software didn't have an aim or achievement in the end.",14.2,1535.802,Sleeplessness,Loneliness,Depression,Intelligence,Education,NA,Intelligence,Exercise,Education,Alcohol,BMI,Education
Exp,101.423,4,4,0,0,0,1,0,0,0,0,1,0,0,0,I found that sometimes I tried to use the arrows to make my decision and then the computer came up with a more successful intervention that I could have come up with if I'd use common sense instead. So it successfully brings your attention to interventions that could be used in our lives.,14.2,1195.396,Worry,NA,NA,Education,NA,NA,Education,NA,NA,Intelligence,NA,NA
Ctr,346.847,5,6,0,0,0,1,0,0,1,1,1,0,0,0,"I did not approach the software with a strategy. I noticed that increasing education would decrease exercise and increase eveningness, this was memorable for me as i found myself thinking back to times where i had stayed up to study or had forfeited exercise or walks to study. In my opinion, the presentation was a little bit messy as the arrows intersected a lot and caused confusion occasionally. However, i did like that hovering over the icons would show you which trait was directly linked to it. This provided some clarity as to which factors I was impacting.",15.2,1672.124,Sleeplessness,Worry,NA,Intelligence,Education,NA,Education,NA,NA,Intelligence,Education,NA
Exp,1888.9630000000002,9,6,1,1,1,1,0,0,1,1,1,0,1,0,I found it confusing what I could and coulnd't clicke and how some of them weren't linked to certain goals,14.2,541.948,Depression,NA,NA,Sleeplessness,NA,NA,Education,NA,NA,Education,NA,NA
Ctr,39.794,6,5,0,1,0,0,0,0,1,1,1,0,0,0,"At first I did not have a strategy and I was a bit confused about the software. I still feel like it's a bit hard to understand and difficult to achieve a specific goal. I find it very interesting how every thing affects and has an impact on a lot of other things, that I wasn't even aware of.",17.2,1658.2620000000002,Sleeplessness,Depression,Worry,Intelligence,Education,NA,BMI,Education,NA,Intelligence,Diabetes,Education
Exp,367.405,6,6,1,1,1,1,0,0,1,1,1,0,1,0,"i learned a lot from playing the game.. i was especially surprised by things that i had no idea about such as ""insomnia lowers down heart disease"". i didn't really have a strategy and at first, i was confused on what i was supposed to do. but then i got the hang of it and i did pretty well. there were times that were abit frustrating when playing the game because computer beat me to it in some parts which made me feel dumb. but hey, i learn something new everyday. i also liked the design of the game software. the colours were bright and the display of the symbols/images were clear. overall, i had a fun playing the game",17.2,1560.868,Sleeplessness,Depression,Worry,Alcohol,BMI,Sleeplessness,Education,NA,NA,Intelligence,Education,NA
Exp,281.771,5,5,0,1,1,1,0,0,1,1,1,0,1,0,Tried to find the root cause but often found that the best solution was the one directly influencing. Education became my go to when selecting solutions most of the time. The presentation was fun and the soundtrack noise was soothing/ enjoyable,20.2,610.89,Worry,NA,NA,Sleeplessness,NA,NA,Education,NA,NA,Exercise,NA,NA
Exp,285.616,6,5,1,1,1,1,0,0,0,1,1,0,1,0,I just mapped out the arrows and looked for the biggest effect,18.2,774.456,Exercise,NA,NA,Education,NA,NA,Education,NA,NA,Intelligence,NA,NA
Ctr,9.187,6,5,1,0,0,1,0,0,0,1,0,0,0,0,i found the effects of exercise and socialisation vast.,12.2,580.158,Exercise,Not socialising,Smoking,Eveningness,Intelligence,NA,Intelligence,BMI,Education,Alcohol,Exercise,Smoking
Ctr,245.9,8,6,0,1,0,0,0,0,1,1,1,0,1,0,it was difficult to understand at first,16.2,775.06,Exercise,Not socialising,Education,Exercise,Education,Wellbeing,Alcohol,BMI,Education,BMI,Smoking,Education
NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exp,73.97,5,5,1,0,0,1,0,0,1,1,1,0,0,0,analysis of all the arrow colour and directions in relation to the specific task I had at each level,15.2,860.4540000000001,Education,NA,NA,Education,NA,NA,Education,NA,NA,Education,NA,NA
Ctr,99.795,7,7,1,0,0,0,0,0,1,0,1,0,1,0,I thought it was a very good experience,13.2,1034.935,Sleeplessness,Depression,Worry,Alcohol,BMI,Education,BMI,Education,NA,BMI,Education,Sleeplessness
Exp,1406.371,5,4,0,0,0,0,0,0,0,0,1,0,0,0,"I liked the space theme and my task. However, it was hard to tell what I had just done. For example, I'd forget which trait I just intervened on and it was tricky to figure out why I was successful or not in the task. The icons would move and be highlighted which was confusing and often frustrating when I was trying to finish the task.",15.2,1063.159,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,BMI,Education,Sleeplessness,BMI,Education,Sleeplessness
Exp,121.716,8,5,0,1,0,1,0,0,1,1,1,0,0,0,I think some of the effects were memorable however I didn't really have a strategy,13.2,643.929,Intelligence,Exercise,Not socialising,Intelligence,Exercise,BMI,Intelligence,Exercise,Education,BMI,Diabetes,Education
Exp,816.8299999999999,5,5,1,1,0,1,0,0,1,1,1,0,1,0,Some of the parts of the game I didn't fully understand but I did get it by the end.,16.2,667.689,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,Exercise,BMI,Education,Exercise,BMI,Education
Ctr,254.797,7,7,0,0,0,1,0,0,1,0,1,0,0,0,I found it interesting but the presentation was slightly confusing and hard see individual components,18.2,1034.875,Sleeplessness,Depression,Worry,Alcohol,Education,Sleeplessness,Not socialising,BMI,CHD,BMI,Smoking,Education
Exp,457.526,4,5,1,0,1,0,0,0,1,0,1,0,1,0,"I found the effects memorable, and it would be a good way to educate younger children. Initially I was not as confident with finding answers, but after the computer got it right a few times and I could see the response it became easier to work out what kind of thing I should be picking.",17,1228.497,Intelligence,Exercise,Not socialising,Alcohol,BMI,Sleeplessness,Exercise,Education,Wellbeing,Alcohol,Exercise,BMI
